lld,label,entropy,length,numbchars
0037012807fc49a441,1,3.239097917988786,18,0.8333333333333334
00df013d4ddeacbfa0,1,3.058813890331201,18,0.3888888888888889
00ec01280705cfa46a,1,3.3027227528624894,18,0.6666666666666666
051c012807fe89a44a302e300a2020202020202020696e657436203a3a31.20207072656669786c656e20313238202073636f7065696420307831303c.686f73743e0a20202020202020206c6f6f702020747871756575656c656e.20313030302020284c6f63616c204c,1,3.4576841048979188,213,0.8779342723004695
0a8f013d4ddeacbfa0,1,3.2663326399706234,18,0.3888888888888889
0b62013d4dde9abf81,1,3.5724312513221195,18,0.5555555555555556
0c0401280708b9a483,1,3.1496734471867414,18,0.8333333333333334
135a01280705cfa46a,1,3.4193819456463714,18,0.7222222222222222
15dd0128070826a483772e676f6f676c652e636f6d2070696e6720737461.74697374696373202d2d2d0a36207061636b657473207472616e736d6974.7465642c20362072656365697665642c203025207061636b6574206c6f73.732c2074696d6520353030376d730a,1,3.517977041469323,213,0.8732394366197183
15f0003d4dde9a0021636f6d6d616e6420284c696e7578426f742900,1,3.6319506384325786,56,0.7678571428571429
1892013d4ddeacbfa0,1,3.5724312513221195,18,0.5
193a013d4ddeacbfa0,1,3.3082708345352594,18,0.4444444444444444
1bf501280708b9a483,1,3.4193819456463714,18,0.7777777777777778
1d94013d4ddeacbfa0,1,3.2810361125534238,18,0.4444444444444444
208b012807068fa4832e3231372e372e313936293a2069636d705f736571.3d322074746c3d35352074696d653d362e3133206d730a,1,3.6278663573579704,107,0.8411214953271028
2784012807ffbea45a726f6f743a783a303a303a3a2f726f6f743a2f6269.6e2f626173680a62696e3a783a313a313a3a2f3a2f7573722f62696e2f6e.6f6c6f67696e0a6461656d6f6e3a783a323a323a3a2f3a2f7573722f6269.6e2f6e6f6c6f67696e0a6d61696c3a,1,3.5288838771014315,213,0.7089201877934272
28b301280708b9a483,1,3.1279868068776753,18,0.8333333333333334
2a54012807045aa46a2d72656d6f74653a21213a31383139373a3a3a3a3a.313a0a73797374656d642d6e6574776f726b3a21213a31383139373a3a3a.3a3a313a0a73797374656d642d7265736f6c76653a21213a31383139373a.3a3a3a3a313a0a73797374656d642d,1,3.4377851581680434,213,0.7887323943661971
2b6d012807ffa9a44a69657220302020636f6c6c6973696f6e7320300a0a,1,3.5378273596558385,60,0.7666666666666667
2f7e013d4ddeacbfa0,1,3.4613201402110083,18,0.3888888888888889
2f94013d4dde9abf81,1,3.4613201402110083,18,0.5555555555555556
31ae01280708b9a483,1,3.3082708345352603,18,0.7777777777777778
3223013d4ddeacbfa0,1,3.3082708345352603,18,0.5
335b01280707c6a48336342062797465732066726f6d2069616433307331.302d696e2d663139362e31653130302e6e657420283137322e3231372e37.2e313936293a2069636d705f7365713d362074746c3d35352074696d653d.362e3831206d730a0a2d2d2d207777,1,3.5393339928485053,213,0.863849765258216
34d001280701fea45a696f6e3a2f3a2f7573722f62696e2f6e6f6c6f6769.6e0a73797374656d642d636f726564756d703a783a3937383a3937383a73.797374656d6420436f72652044756d7065723a2f3a2f7573722f62696e2f.6e6f6c6f67696e0a75756964643a78,1,3.5935182866007245,213,0.7887323943661971
385f01280705cfa46a,1,3.4613201402110083,18,0.7222222222222222
3a39012807fc49a441,1,3.3502090290998976,18,0.7777777777777778
3c4b013d4dde9abf81,1,3.4613201402110083,18,0.5
3c6e01280708b9a483,1,3.5304930567574817,18,0.7777777777777778
3e3a012807033aa46a726f6f743a24362478316665414f50353431505843.6b44582468626b666b7342506359316e67506e3838695047633049657269.4a59334d44366a472e764a3647596a37734c4369337236336e696868356e.33535158727a4a33346a4c72573345,1,3.5615699678182726,213,0.8732394366197183
3f5b013d4ddeacbfa0,1,3.350209029099897,18,0.3888888888888889
4311013d4dde9abf81,1,3.2390979179887864,18,0.6111111111111112
45c6013d4dde9abf81,1,3.683542362433231,18,0.5555555555555556
4701013d4ddea2bf92,1,3.4613201402110083,18,0.6111111111111112
4706012807007ea45a72762f687474703a2f7573722f62696e2f6e6f6c6f.67696e0a6e6f626f64793a783a36353533343a36353533343a4e6f626f64.793a2f3a2f7573722f62696e2f6e6f6c6f67696e0a646275733a783a3831.3a38313a53797374656d204d657373,1,3.547144470182058,213,0.7934272300469484
4722013d4ddeacbfa0,1,3.4613201402110083,18,0.5
478501280708b9a483,1,3.2390979179887864,18,0.8888888888888888
483101280705cfa46a,1,3.4613201402110083,18,0.7777777777777778
48b6013d4ddeacbfa0,1,3.4613201402110083,18,0.4444444444444444
493e013d4ddeacbfa0,1,3.350209029099897,18,0.4444444444444444
49d801280704baa46a74696d6573796e633a21213a31383139373a3a3a3a.3a313a0a73797374656d642d636f726564756d703a21213a31383139373a.3a3a3a3a313a0a75756964643a21213a31383139373a3a3a3a3a313a0a70.6f6c6b6974643a21213a3138313937,1,3.412026709783718,213,0.7981220657276995
4d7701280705cfa46a,1,3.4193819456463714,18,0.7222222222222222
4ea7012807ffbea44a,1,3.1971597234241487,18,0.5555555555555556
4f51012807033aa45a,1,3.197159723424149,18,0.7777777777777778
4fa2013d4ddeacbfa0,1,3.3082708345352603,18,0.3888888888888889
50b001280705cfa46a,1,3.3027227528624894,18,0.7222222222222222
59a901280707c6a483,1,3.4613201402110083,18,0.8333333333333334
59be012807fc49a441,1,3.5724312513221195,18,0.7222222222222222
5a9d013d4ddea2bf92,1,3.3921472236645336,18,0.5
5acd01280702bea45a303a3a2f686f6d652f746573743a2f62696e2f6261.73680a6769743a783a3937373a3937373a676974206461656d6f6e207573.65723a2f3a2f7573722f62696e2f6769742d7368656c6c0a6663726f6e3a.783a32333a32333a3a2f7661722f73,1,3.5548136416134968,213,0.7887323943661971
5b4001280708b9a483,1,3.239097917988786,18,0.8333333333333334
5b58012807fdc9a44a58207061636b657473203339313132202062797465.7320333838323730332028332e37204d6942290a20202020202020205458.206572726f72732030202064726f707065642030206f76657272756e7320.302020636172726965722030202063,1,3.3661939809016417,213,0.9342723004694836
5b86013d4ddeacbfa0,1,3.5724312513221195,18,0.4444444444444444
5bd2013d4ddea2bf92,1,3.350209029099897,18,0.5
5db3013d4ddeacbfa0,1,3.2810361125534238,18,0.3888888888888889
5f29012807ff49a44a72616d6520300a2020202020202020545820706163.6b6574732036202062797465732033303020283330302e302042290a2020.2020202020205458206572726f72732030202064726f707065642030206f.76657272756e732030202063617272,1,3.2117114450845388,213,0.9342723004694836
600e013d4dde9abf81,1,3.4193819456463714,18,0.5555555555555556
6019013d4ddeacbfa0,1,3.4193819456463714,18,0.5
62bc012807033aa45a,1,3.4193819456463714,18,0.7222222222222222
63cc013d4ddeacbfa0,1,3.3082708345352594,18,0.3888888888888889
63ee013d4dde9abf81,1,3.4193819456463714,18,0.5
64f8013d4ddeacbfa0,1,3.4613201402110083,18,0.4444444444444444
65a8012807013ea45a6c6f67696e0a73797374656d642d6e6574776f726b.3a783a3938313a3938313a73797374656d64204e6574776f726b204d616e.6167656d656e743a2f3a2f7573722f62696e2f6e6f6c6f67696e0a737973.74656d642d7265736f6c76653a783a,1,3.637672036148065,213,0.7934272300469484
67ec01280705cfa46a,1,3.4613201402110083,18,0.6666666666666666
686e013d4ddeacbfa0,1,3.4613201402110083,18,0.4444444444444444
68e7013d4ddea2bfa000000006800200012807,1,3.067190107111528,38,0.7631578947368421
6a2e013d4ddeacbfa0,1,3.4193819456463714,18,0.3888888888888889
6af8012807ffbea44a,1,3.3082708345352594,18,0.5555555555555556
6b44012807fc49a441,1,3.3027227528624894,18,0.7777777777777778
6b5d013d4ddeacbfa0,1,3.3921472236645336,18,0.3888888888888889
6c5c013d4ddeacbfa0,1,3.4193819456463714,18,0.3888888888888889
6cc3012807fc49a441,1,3.4193819456463714,18,0.7222222222222222
6e7e012807033aa45a,1,3.3082708345352594,18,0.7222222222222222
7050012807076da48336342062797465732066726f6d2069616433307331.302d696e2d663139362e31653130302e6e657420283137322e3231372e37.2e313936293a2069636d705f7365713d352074746c3d35352074696d653d.362e3031206d730a,1,3.4957606832799066,199,0.8793969849246231
71a1013d4dde9abf81,1,3.350209029099897,18,0.5555555555555556
72a2013d4dde9abf81,1,3.5724312513221195,18,0.5555555555555556
733201280705cfa46a,1,3.4613201402110083,18,0.7777777777777778
75a0012807062fa483657420283137322e3231372e372e313936293a2069.636d705f7365713d312074746c3d35352074696d653d31312e30206d730a.36342062797465732066726f6d2069616433307331302d696e2d66313936.2e31653130302e6e65742028313732,1,3.5145881950506155,213,0.8826291079812206
7687013d4ddeacbfa0,1,3.5724312513221195,18,0.5
7739012807057aa46a6d69767a657465474632382f6a69617975336d4742.43303a31383139373a303a39393939393a373a3a3a0a6769743a21213a31.383139373a3a3a3a3a313a0a6663726f6e3a21213a31383234373a3a3a3a.3a313a0a,1,3.2480541149429976,191,0.8115183246073299
77c9013d4ddeacbfa0,1,3.4613201402110083,18,0.4444444444444444
787d013d4dde9abf81,1,3.3921472236645345,18,0.5555555555555556
7b0d012807fc49a441,1,3.4193819456463714,18,0.7222222222222222
7dfd0128070886a483727474206d696e2f6176672f6d61782f6d64657620.3d20362e3030372f372e3636302f31302e3939322f312e363932206d730a,1,3.491368590174634,121,0.8264462809917356
7ece013d4ddeacbfa0,1,3.3082708345352594,18,0.3333333333333333
810b012807fc49a441,1,3.2663326399706234,18,0.7777777777777778
8300013d4ddeacbfa0,1,3.239097917988786,18,0.5
830301280705cfa46a,1,3.3921472236645345,18,0.7777777777777778
84d1012807fc49a441,1,3.2390979179887864,18,0.7777777777777778
85c40128070714a48336342062797465732066726f6d2069616433307331.302d696e2d663139362e31653130302e6e657420283137322e3231372e37.2e313936293a2069636d705f7365713d342074746c3d35352074696d653d.382e3133206d730a,1,3.5456478534990628,199,0.8793969849246231
89ee013d4dde9abf81,1,3.3082708345352603,18,0.5
8a3601280705cfa46a,1,3.4193819456463714,18,0.7222222222222222
8ad2012807033aa45a,1,3.1279868068776757,18,0.7222222222222222
8ae5013d4ddeacbfa0,1,3.4193819456463714,18,0.3888888888888889
8b1801280706bba48336342062797465732066726f6d2069616433307331.302d696e2d663139362e31653130302e6e657420283137322e3231372e37.2e313936293a2069636d705f7365713d332074746c3d35352074696d653d.372e3930206d730a,1,3.5678456913920176,199,0.8693467336683417
8b3101280708b9a483,1,3.1279868068776753,18,0.8333333333333334
8ba7012807019ea45a3938303a3938303a73797374656d64205265736f6c.7665723a2f3a2f7573722f62696e2f6e6f6c6f67696e0a73797374656d64.2d74696d6573796e633a783a3937393a3937393a73797374656d64205469.6d652053796e6368726f6e697a6174,1,3.5959523848201584,213,0.8262910798122066
8c7201280705cfa46a,1,3.350209029099897,18,0.7222222222222222
9048013d4ddeacbfa0,1,3.4193819456463714,18,0.5
917d013d4ddeacbfa0,1,3.3921472236645336,18,0.4444444444444444
94aa013d4ddea2bf92,1,3.3082708345352603,18,0.5
9553012807031ea45a706f6f6c2f6663726f6e3a2f7573722f62696e2f6e.6f6c6f67696e0a,1,3.4711751115782867,75,0.7333333333333333
